,Sale_Price,Longitude,Latitude,Neighborhood,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Bedroom_AbvGr,Bath_AbvGr,Branch_Number,Distance_m
591,213250,-93.632647,42.043673,Northwest_Ames,10140,OneFam,Average,7,1680,FALSE,TRUE,Normal,1998,1999,3,2,Branch_2,4395.171814
592,227000,-93.631899,42.044693,Northwest_Ames,8400,OneFam,Above_Average,6,1665,TRUE,TRUE,Normal,2001,2001,3,3,Branch_2,4367.957531
593,130000,-93.628903,42.048796,North_Ames,7130,OneFam,Above_Average,5,864,FALSE,TRUE,Normal,1967,1967,2,1,Branch_2,4297.10273
594,143000,-93.627047,42.0467129,North_Ames,9600,OneFam,Average,7,1568,FALSE,TRUE,Normal,1967,1967,3,2,Branch_2,4065.004136
595,117500,-93.624612,42.046635,North_Ames,9100,OneFam,Above_Average,5,925,FALSE,TRUE,Normal,1965,1965,2,1,Branch_2,3875.479215
597,172500,-93.627416,42.043935,Northwest_Ames,16500,OneFam,Average,5,1320,FALSE,TRUE,Normal,1971,1971,3,2,Branch_2,3988.674884
598,161500,-93.625775,42.043145,Northwest_Ames,9790,OneFam,Average,7,1342,FALSE,TRUE,Normal,1967,1967,3,2,Branch_2,3832.751923
599,141500,-93.622991,42.043135,North_Ames,7436,OneFam,Good,5,894,FALSE,TRUE,Normal,1960,1960,2,1,Branch_2,3612.766478
600,118000,-93.622465,42.042241,North_Ames,8125,OneFam,Good,5,864,FALSE,TRUE,Normal,1959,1959,3,1,Branch_2,3541.314403
601,127500,-93.623485,42.044843,North_Ames,9100,OneFam,Above_Average,5,864,FALSE,TRUE,Normal,1959,1959,2,1,Branch_2,3714.621959
602,140000,-93.622635,42.044774,North_Ames,9450,OneFam,Average,6,1362,FALSE,TRUE,Normal,1957,1957,3,1,Branch_2,3646.148514
603,177625,-93.622476,42.044926,North_Ames,13495,OneFam,Above_Average,7,1728,FALSE,TRUE,Normal,1956,1956,3,2,Branch_2,3639.986153
605,167000,-93.629415,42.040645,North_Ames,10004,OneFam,Above_Average,6,1516,FALSE,TRUE,Normal,1964,1964,3,2,Branch_2,4054.484751
606,153000,-93.628658,42.038492,North_Ames,9350,OneFam,Above_Average,6,1313,FALSE,TRUE,Normal,1961,1995,3,2,Branch_2,3949.17986
608,154000,-93.627836,42.040011,North_Ames,11000,OneFam,Above_Average,6,1154,FALSE,TRUE,Normal,1966,1966,3,2,Branch_2,3912.096981
609,177500,-93.627985,42.039902,North_Ames,8970,OneFam,Above_Average,7,2140,TRUE,TRUE,Normal,1965,1965,4,3,Branch_2,3921.796356
610,158000,-93.626979,42.040888,North_Ames,12095,OneFam,Above_Average,7,1445,FALSE,TRUE,Normal,1964,1964,3,2,Branch_2,3863.558345
611,124500,-93.624581,42.041104,North_Ames,9600,OneFam,Above_Average,6,1041,FALSE,TRUE,Normal,1959,1959,3,1,Branch_2,3676.29656
612,174500,-93.622685,42.039463,North_Ames,11475,OneFam,Above_Average,7,1576,FALSE,TRUE,Normal,1961,1961,4,1,Branch_2,3482.123345
613,122000,-93.621699,42.038596,North_Ames,9768,OneFam,Average,5,960,FALSE,TRUE,Normal,1955,1955,2,1,Branch_2,3383.219529
614,82500,-93.629499,42.035489,Brookside,5330,OneFam,Good,5,708,FALSE,FALSE,Normal,1940,1950,2,1,Branch_2,3980.874492
615,110000,-93.62919,42.035443,Brookside,7015,OneFam,Below_Average,5,1203,TRUE,TRUE,Normal,1950,1950,3,1,Branch_2,3954.994664
616,149500,-93.625633,42.03464,North_Ames,12160,OneFam,Below_Average,6,1505,FALSE,TRUE,Normal,1953,1953,2,1,Branch_2,3655.64251
617,175000,-93.62568,42.036182,North_Ames,9900,OneFam,Average,5,1691,FALSE,TRUE,Normal,1967,1967,2,1,Branch_2,3672.132539
618,167000,-93.623705,42.034741,North_Ames,9600,OneFam,Average,7,1644,FALSE,TRUE,Normal,1953,1953,3,1,Branch_2,3496.813805
619,128900,-93.624612,42.037452,North_Ames,9600,OneFam,Above_Average,5,1050,FALSE,TRUE,Normal,1956,1956,2,1,Branch_2,3600.849356
620,140000,-93.622644,42.035951,North_Ames,9600,OneFam,Very_Good,6,1668,TRUE,TRUE,Normal,1950,2005,3,2,Branch_2,3419.436806
621,147000,-93.622494,42.036178,North_Ames,9600,OneFam,Good,5,1113,FALSE,TRUE,Normal,1950,2007,3,1,Branch_2,3409.60775
622,124000,-93.619673,42.049306,North_Ames,8944,Duplex,Average,8,1584,FALSE,TRUE,Normal,1967,1967,4,2,Branch_2,3641.136172
623,187500,-93.617963,42.048294,North_Ames,10573,OneFam,Above_Average,6,1453,FALSE,TRUE,Normal,1961,1961,3,2,Branch_2,3462.498361
624,159000,-93.615686,42.046827,North_Ames,9500,OneFam,Average,6,1394,FALSE,TRUE,Normal,1963,1963,3,2,Branch_2,3218.631097
625,256000,-93.615602,42.048608,North_Ames,14695,OneFam,Very_Good,5,1567,FALSE,TRUE,Normal,1966,2008,2,2,Branch_2,3311.798102
626,205000,-93.615558,42.048724,North_Ames,13600,OneFam,Above_Average,7,1986,TRUE,TRUE,Normal,1965,1990,3,3,Branch_2,3315.47484
627,193500,-93.614619,42.04806,North_Ames,13000,OneFam,Above_Average,8,2142,TRUE,TRUE,Normal,1968,1968,4,3,Branch_2,3210.600689
628,110000,-93.614216,42.04579,North_Ames,13560,OneFam,Fair,5,1392,FALSE,TRUE,Normal,1968,1968,2,1,Branch_2,3056.982606
629,104900,-93.619029,42.044886,North_Ames,12513,OneFam,Below_Average,7,1738,TRUE,TRUE,Normal,1920,2007,4,2,Branch_2,3374.094639
630,150000,-93.618784,42.043966,North_Ames,8760,OneFam,Good,6,1144,FALSE,TRUE,Normal,1956,1956,3,1,Branch_2,3316.498558
631,156500,-93.61864,42.044125,North_Ames,8400,OneFam,Fair,6,1478,FALSE,TRUE,Normal,1957,1957,3,2,Branch_2,3311.976008
632,176000,-93.61488,42.043991,North_Ames,12285,OneFam,Above_Average,5,1329,FALSE,TRUE,Normal,1960,1960,3,2,Branch_2,3019.416425
633,149500,-93.616434,42.044083,North_Ames,9240,OneFam,Very_Good,6,988,FALSE,TRUE,Normal,1959,1998,3,2,Branch_2,3141.479175
634,139000,-93.614751,42.045473,North_Ames,9600,OneFam,Above_Average,6,1632,FALSE,TRUE,Normal,1958,1988,3,2,Branch_2,3080.229723
635,155000,-93.614059,42.044914,North_Ames,12400,OneFam,Good,6,1215,FALSE,TRUE,Normal,1958,1998,3,1,Branch_2,3001.253452
637,153000,-93.61588,42.042233,North_Ames,8750,OneFam,Average,6,1382,FALSE,TRUE,Normal,1955,1955,3,1,Branch_2,3023.458079
639,176000,-93.620016,42.040931,North_Ames,19296,OneFam,Average,6,1382,FALSE,TRUE,Normal,1962,1962,3,1,Branch_2,3306.000551
640,153000,-93.618478,42.040857,North_Ames,8532,OneFam,Above_Average,5,1297,FALSE,TRUE,Normal,1954,1990,3,1,Branch_2,3181.196611
641,135000,-93.6165473,42.0404571,North_Ames,9482,Duplex,Below_Average,8,1866,FALSE,TRUE,Normal,1958,1958,4,2,Branch_2,3015.287192
642,131000,-93.618549,42.039674,North_Ames,8128,OneFam,Good,6,1062,FALSE,TRUE,Normal,1954,1954,3,1,Branch_2,3153.305995
643,123000,-93.6190376,42.0385265,North_Ames,10634,OneFam,Above_Average,5,1319,FALSE,TRUE,Normal,1953,1953,3,1,Branch_2,3165.380253
644,126000,-93.617219,42.038356,North_Ames,13070,OneFam,Average,5,1112,FALSE,TRUE,Normal,1951,1951,2,1,Branch_2,3014.011417
645,115000,-93.6124,42.038398,North_Ames,10434,OneFam,Average,5,1005,FALSE,TRUE,Normal,1955,1955,2,1,Branch_2,2625.16385
646,164900,-93.617207,42.037122,North_Ames,14559,OneFam,Good,6,1363,FALSE,TRUE,Normal,1951,2000,2,1,Branch_2,2988.891986
647,113000,-93.6167912,42.0372232,North_Ames,8480,OneFam,Above_Average,4,793,FALSE,TRUE,Normal,1945,1950,2,1,Branch_2,2956.649093
648,145500,-93.618605,42.034918,North_Ames,7626,OneFam,Very_Good,5,1031,FALSE,TRUE,Normal,1952,2005,2,1,Branch_2,3076.569132
649,102900,-93.618607,42.034686,North_Ames,9533,OneFam,Average,7,1210,FALSE,TRUE,Normal,1953,1953,2,2,Branch_2,3075.038851
651,152500,-93.620336,42.036223,North_Ames,11419,OneFam,Good,6,1527,TRUE,TRUE,Normal,1948,1999,3,2,Branch_2,3232.495576
652,129900,-93.61719,42.035829,North_Ames,9600,OneFam,Above_Average,6,1200,FALSE,TRUE,Normal,1950,1950,3,1,Branch_2,2968.775116
653,132000,-93.617182,42.034746,North_Ames,8000,OneFam,Above_Average,5,972,FALSE,TRUE,Normal,1948,2002,2,1,Branch_2,2957.708543
654,99900,-93.6146206,42.0380659,Old_Town,5470,OneFam,Average,4,792,FALSE,TRUE,Normal,1958,1958,2,1,Branch_2,2796.763838
655,135000,-93.6144209,42.037679,Old_Town,10410,OneFam,Good,8,1656,TRUE,TRUE,Normal,1916,1987,3,3,Branch_2,2772.157691
656,149000,-93.61239,42.037144,Old_Town,10800,OneFam,Good,7,1352,TRUE,TRUE,Normal,1939,2006,4,2,Branch_2,2595.949268
657,114000,-93.612241,42.037328,Old_Town,8146,OneFam,Very_Good,6,1039,TRUE,TRUE,Normal,1900,2003,2,1,Branch_2,2587.548402
658,109500,-93.614049,42.036015,Old_Town,9022,OneFam,Very_Good,5,792,FALSE,TRUE,Normal,1924,2006,2,1,Branch_2,2712.802537
659,125000,-93.615465,42.036002,Old_Town,10230,OneFam,Good,6,1078,FALSE,TRUE,Normal,1925,1950,3,1,Branch_2,2829.009304
660,142900,-93.614049,42.034668,Old_Town,10410,OneFam,Average,8,2377,FALSE,TRUE,Normal,1915,1950,3,2,Branch_2,2698.288707
661,156500,-93.613899,42.034574,Old_Town,7200,OneFam,Excellent,5,1690,TRUE,TRUE,Normal,1910,2008,4,2,Branch_2,2685.188785
662,59000,-93.6117397,42.0347572,Old_Town,5400,OneFam,Average,4,599,FALSE,FALSE,Normal,1940,1950,2,1,Branch_2,2508.324912
663,105000,-93.61203,42.0347398,Old_Town,5400,OneFam,Above_Average,6,1374,TRUE,TRUE,Normal,1920,1950,2,1,Branch_2,2532.139288
664,106000,-93.612253,42.035257,Old_Town,10800,OneFam,Good,4,846,FALSE,TRUE,Normal,1920,1950,2,1,Branch_2,2555.59946
665,78500,-93.612254,42.03528,Old_Town,10800,OneFam,Average,4,725,FALSE,TRUE,Normal,1890,1998,1,2,Branch_2,2555.936151
666,190000,-93.610355,42.0417879,North_Ames,9671,Duplex,Average,12,2544,TRUE,TRUE,Normal,1969,1969,6,4,Branch_2,2578.75728
667,154000,-93.607655,42.04015,North_Ames,10143,OneFam,Good,6,1380,FALSE,TRUE,Normal,1963,1963,3,2,Branch_2,2304.398521
668,163000,-93.610588,42.040295,North_Ames,11500,OneFam,Below_Average,6,1040,FALSE,TRUE,Normal,1967,1967,3,1,Branch_2,2538.77316
669,200000,-93.610649,42.04124,North_Ames,11643,Duplex,Average,12,2634,TRUE,TRUE,Normal,1969,1969,6,4,Branch_2,2579.017469
670,143500,-93.608196,42.038509,North_Ames,8010,OneFam,Excellent,6,951,FALSE,TRUE,Normal,1958,2007,2,1,Branch_2,2291.016343
671,135000,-93.608927,42.038349,North_Ames,10454,OneFam,Above_Average,5,1105,FALSE,TRUE,Normal,1957,1957,3,1,Branch_2,2344.797236
672,153000,-93.609226,42.039047,North_Ames,8712,OneFam,Good,5,1306,FALSE,TRUE,Normal,1957,2000,2,1,Branch_2,2389.455007
673,157500,-93.606573,42.040766,North_Ames,17600,OneFam,Average,6,1478,FALSE,TRUE,Normal,1960,1960,3,2,Branch_2,2246.010486
674,113500,-93.60552,42.038811,North_Ames,9000,OneFam,Above_Average,5,1142,FALSE,TRUE,Normal,1958,1958,2,1,Branch_2,2088.573769
675,133000,-93.609059,42.037129,North_Ames,12144,OneFam,Good,6,1268,FALSE,TRUE,Normal,1949,1950,3,1,Branch_2,2324.740687
676,92900,-93.608977,42.035712,North_Ames,8544,Duplex,Below_Average,6,1040,FALSE,TRUE,Normal,1950,1950,2,2,Branch_2,2291.971613
678,90000,-93.608903,42.035841,North_Ames,7200,Duplex,Average,6,1040,FALSE,TRUE,Normal,1949,1950,2,2,Branch_2,2287.846386
679,138000,-93.60891,42.037233,North_Ames,7200,OneFam,Below_Average,7,1904,TRUE,TRUE,Normal,1950,1982,3,2,Branch_2,2314.98069
680,128000,-93.606891,42.03602,North_Ames,7350,OneFam,Above_Average,6,1041,FALSE,TRUE,Normal,1958,1958,3,1,Branch_2,2126.05929
682,118900,-93.607814,42.03572,North_Ames,7200,OneFam,Good,4,732,FALSE,TRUE,Normal,1952,1952,2,1,Branch_2,2196.679794
683,138000,-93.605968,42.035706,North_Ames,8000,OneFam,Average,6,1183,FALSE,TRUE,Normal,1959,1959,3,1,Branch_2,2045.179294
684,132500,-93.606786,42.037214,North_Ames,7931,OneFam,Average,6,1148,FALSE,TRUE,Normal,1959,1959,3,1,Branch_2,2142.650627
685,133500,-93.609945,42.0347542,North_Ames,10800,OneFam,Good,6,1461,TRUE,TRUE,Normal,1949,1996,4,2,Branch_2,2360.176856
687,144750,-93.604987,42.037049,North_Ames,7570,OneFam,Average,8,1806,TRUE,TRUE,Normal,1964,1964,4,2,Branch_2,1993.356552
688,145000,-93.604047,42.038948,North_Ames,8604,Duplex,Good,4,941,FALSE,TRUE,Normal,1978,1978,2,1,Branch_2,1978.042796
689,127000,-93.603879,42.038257,North_Ames,7936,OneFam,Above_Average,6,1045,FALSE,TRUE,Normal,1963,1963,3,1,Branch_2,1940.379234
690,109500,-93.603701,42.035287,North_Ames,6600,OneFam,Average,5,894,FALSE,TRUE,Normal,1962,1962,2,1,Branch_2,1852.725203
691,115000,-93.6179738,42.0342224,Old_Town,3950,OneFam,Very_Good,5,1224,TRUE,TRUE,Normal,1926,2004,3,1,Branch_2,3019.916424
692,110000,-93.615583,42.033273,Old_Town,10440,OneFam,Above_Average,5,1230,TRUE,TRUE,Normal,1910,1981,2,2,Branch_2,2818.97248
693,128900,-93.619013,42.0320748,Old_Town,4080,OneFam,Very_Good,6,1378,TRUE,TRUE,Normal,1935,1998,3,1,Branch_2,3104.44373
694,103500,-93.6195025,42.0323259,Old_Town,10307,Duplex,Average,12,1944,TRUE,TRUE,Normal,1910,1950,4,2,Branch_2,3144.189449
696,130000,-93.615598,42.032202,Old_Town,15660,OneFam,Very_Good,6,1306,TRUE,TRUE,Normal,1910,2003,3,2,Branch_2,2821.346011
697,129000,-93.615599,42.032108,Old_Town,9900,OneFam,Very_Good,7,1464,TRUE,FALSE,Normal,1910,2002,3,2,Branch_2,2821.767479
698,150000,-93.6195361,42.0319053,Old_Town,6406,OneFam,Above_Average,7,1558,TRUE,TRUE,Normal,1939,1950,3,2,Branch_2,3148.396564
699,107500,-93.618486,42.031305,Old_Town,6600,OneFam,Below_Average,11,2372,TRUE,TRUE,Normal,1892,1965,4,2,Branch_2,3064.826759
700,94550,-93.6200683,42.0304742,Old_Town,7627,TwoFmCon,Above_Average,8,1701,TRUE,FALSE,Normal,1920,1950,4,2,Branch_2,3202.324836
701,124500,-93.620216,42.030327,Old_Town,7596,Duplex,Average,10,1960,TRUE,TRUE,Normal,1952,1952,4,2,Branch_2,3215.967141
702,135000,-93.6176367,42.0303538,Old_Town,3378,OneFam,Very_Good,6,1389,TRUE,TRUE,Normal,1946,1992,3,2,Branch_2,3003.043494
703,103000,-93.615381,42.030282,Old_Town,10134,OneFam,Average,6,1447,TRUE,FALSE,Normal,1910,1950,3,1,Branch_2,2818.023772
704,93000,-93.6129105,42.0310603,Old_Town,6000,TwoFmCon,Below_Average,4,936,FALSE,TRUE,Normal,1953,1953,2,1,Branch_2,2606.200856
705,129500,-93.608866,42.033381,Old_Town,6000,OneFam,Good,6,1328,TRUE,TRUE,Normal,1950,1970,3,2,Branch_2,2263.006655
706,93000,-93.607776,42.033579,Old_Town,6000,TwoFmCon,Below_Average,7,1387,TRUE,TRUE,Normal,1954,1954,3,2,Branch_2,2173.330456
707,80000,-93.608829,42.032048,Old_Town,7404,OneFam,Above_Average,5,861,FALSE,TRUE,Normal,1920,1950,2,1,Branch_2,2261.854575
708,45000,-93.606842,42.032301,Old_Town,5925,OneFam,Below_Average,4,612,FALSE,TRUE,Normal,1940,1950,1,1,Branch_2,2096.303237
710,91300,-93.610469,42.030523,Old_Town,5784,OneFam,Very_Good,4,886,FALSE,TRUE,Normal,1938,1996,2,1,Branch_2,2410.770604
711,99500,-93.606788,42.030196,Old_Town,8520,OneFam,Very_Good,5,792,FALSE,TRUE,Normal,1923,1950,2,1,Branch_2,2113.182154
712,113000,-93.618648,42.0296722,Old_Town,4456,TwoFmCon,Average,8,1452,TRUE,FALSE,Partial,1920,2008,2,2,Branch_2,3094.47866
713,87500,-93.617054,42.029007,Old_Town,9600,OneFam,Below_Average,7,1510,TRUE,TRUE,Normal,1910,1950,3,2,Branch_2,2973.513996
714,110000,-93.6178679,42.0290352,Old_Town,3500,OneFam,Good,5,1284,TRUE,TRUE,Normal,1947,1950,2,2,Branch_2,3039.732737
715,106000,-93.613887,42.028957,Old_Town,8100,OneFam,Average,11,2138,TRUE,TRUE,Normal,1898,1965,2,2,Branch_2,2715.334753
716,265979,-93.612245,42.029305,Old_Town,11700,OneFam,Good,8,2640,TRUE,TRUE,Normal,1880,2003,4,2,Branch_2,2574.898037
717,160000,-93.610588,42.029001,Old_Town,8400,OneFam,Good,8,2007,TRUE,TRUE,Normal,1900,1950,3,2,Branch_2,2445.380553
718,119000,-93.6130761,42.0281106,Old_Town,3600,OneFam,Good,5,1288,TRUE,TRUE,Normal,1917,2007,3,1,Branch_2,2666.581445
719,168000,-93.610582,42.028104,Old_Town,17671,OneFam,Excellent,8,1742,TRUE,TRUE,Normal,1882,1986,4,2,Branch_2,2464.840732
720,58500,-93.6148612,42.0276972,Old_Town,3300,OneFam,Fair,5,816,FALSE,FALSE,Normal,1910,1950,2,1,Branch_2,2820.693309
721,143000,-93.610044,42.028556,Old_Town,9000,OneFam,Excellent,7,1482,TRUE,TRUE,Normal,1920,1988,3,1,Branch_2,2410.667078
722,85000,-93.6076506,42.0282044,Old_Town,7200,OneFam,Below_Average,4,1022,FALSE,TRUE,Normal,1910,2006,2,1,Branch_2,2225.960756
723,124900,-93.608704,42.027062,Old_Town,8820,OneFam,Above_Average,7,1869,TRUE,TRUE,Normal,1890,1996,2,1,Branch_2,2343.148854
725,146500,-93.607058,42.027227,Old_Town,9720,OneFam,Good,8,1521,TRUE,TRUE,Normal,1910,2002,4,1,Branch_2,2207.260294
728,223500,-93.6289369,42.033996,Brookside,21384,OneFam,Above_Average,6,1576,TRUE,TRUE,Normal,1923,2004,3,2,Branch_2,3926.202791
729,149000,-93.628848,42.033558,Brookside,6615,OneFam,Above_Average,6,1432,FALSE,TRUE,Normal,1923,1950,3,1,Branch_2,3917.750317
730,205000,-93.6279815,42.0333765,Brookside,7264,OneFam,Good,5,1548,TRUE,TRUE,Normal,1925,2007,3,3,Branch_2,3845.725834
731,137000,-93.625968,42.031564,Brookside,4960,OneFam,Good,7,1654,TRUE,TRUE,Normal,1930,1982,3,2,Branch_2,3682.117094
732,121000,-93.626116,42.031542,Brookside,8854,OneFam,Above_Average,4,952,FALSE,TRUE,Normal,1916,1950,2,1,Branch_2,3694.46679
733,128000,-93.624564,42.033406,Brookside,6000,OneFam,Above_Average,6,1324,TRUE,TRUE,Normal,1936,1950,3,1,Branch_2,3562.792925
734,134900,-93.624567,42.033616,Brookside,6000,OneFam,Excellent,4,1176,TRUE,TRUE,Normal,1937,2000,2,1,Branch_2,3563.42592
735,117000,-93.622513,42.03329,Brookside,6000,OneFam,Very_Good,5,1348,TRUE,TRUE,Normal,1925,1997,3,1,Branch_2,3392.815853
736,132500,-93.623515,42.033347,Brookside,6000,OneFam,Above_Average,6,1412,TRUE,TRUE,Normal,1939,1950,4,1,Branch_2,3475.853049
737,93000,-93.621677,42.033496,Brookside,6000,OneFam,Average,6,1142,TRUE,TRUE,Normal,1924,1950,3,1,Branch_2,3323.907365
738,119000,-93.622443,42.033474,Brookside,6000,OneFam,Good,4,904,FALSE,TRUE,Normal,1926,2004,2,1,Branch_2,3387.28818
739,100000,-93.624689,42.031395,Brookside,6911,OneFam,Average,5,1301,FALSE,TRUE,Normal,1924,1950,2,1,Branch_2,3577.179142
740,141500,-93.623645,42.03252,Brookside,6120,OneFam,Above_Average,5,1539,TRUE,TRUE,Normal,1936,1950,3,2,Branch_2,3486.758401
741,133000,-93.623644,42.03246,Brookside,6120,OneFam,Good,6,1573,TRUE,TRUE,Normal,1935,1995,3,1,Branch_2,3486.779996
742,60000,-93.623643,42.032359,Brookside,6120,OneFam,Fair,4,800,FALSE,FALSE,Normal,1936,1950,1,1,Branch_2,3486.901693
743,105000,-93.623629,42.031292,Brookside,6120,OneFam,Good,5,875,FALSE,TRUE,Normal,1931,1993,2,1,Branch_2,3490.106352
745,150000,-93.621351,42.03235,Brookside,6120,OneFam,Above_Average,6,1582,TRUE,TRUE,Normal,1938,1950,3,2,Branch_2,3297.164522
746,126500,-93.6213592,42.0310861,Brookside,8635,OneFam,Average,5,1072,FALSE,TRUE,Normal,1925,1950,2,1,Branch_2,3303.809189
747,214500,-93.62726,42.030062,Brookside,11888,OneFam,Above_Average,10,2134,TRUE,TRUE,Normal,1916,1994,5,2,Branch_2,3799.610517
748,167500,-93.625362,42.026759,Brookside,11414,OneFam,Very_Good,8,2019,TRUE,TRUE,Normal,1910,1993,3,1,Branch_2,3693.818693
749,155000,-93.621525,42.028948,Old_Town,8094,OneFam,Above_Average,8,1768,TRUE,TRUE,Normal,1915,1950,3,2,Branch_2,3340.995301
750,155000,-93.621504,42.027854,Old_Town,2500,OneFam,Very_Good,7,1826,TRUE,TRUE,Normal,1915,2005,4,2,Branch_2,3357.732785
751,179900,-93.621506,42.027998,Old_Town,9928,OneFam,Very_Good,8,1944,TRUE,TRUE,Normal,1915,1994,3,2,Branch_2,3355.220488
754,149000,-93.628299,42.025306,Iowa_DOT_and_Rail_Road,6876,OneFam,Average,8,1930,TRUE,TRUE,Normal,1927,1950,4,2,Branch_4,3964.57046
755,103000,-93.626716,42.023085,Iowa_DOT_and_Rail_Road,6240,OneFam,Average,5,1208,FALSE,TRUE,Normal,1925,1950,2,1,Branch_4,3898.896341
756,123000,-93.621862,42.025796,Old_Town,5775,OneFam,Good,7,1427,TRUE,TRUE,Normal,1915,2002,3,1,Branch_2,3432.793607
757,97500,-93.6217097,42.0260296,Old_Town,5852,TwoFmCon,Average,9,1864,TRUE,FALSE,Normal,1902,2000,6,3,Branch_2,3414.566756
758,135000,-93.6250433,42.0242487,Iowa_DOT_and_Rail_Road,5160,OneFam,Above_Average,4,1666,TRUE,TRUE,Normal,1927,1950,3,1,Branch_4,3730.505632
760,116000,-93.599575,42.022828,Iowa_DOT_and_Rail_Road,10320,TwoFmCon,Good,7,1403,TRUE,TRUE,Normal,1915,1965,3,2,Branch_4,1870.83103
761,88750,-93.659205,42.032681,Sawyer,4280,OneFam,Excellent,4,704,FALSE,TRUE,Normal,1946,2001,2,1,Branch_3,6431.129834
764,159900,-93.657107,42.028049,Edwards,10547,Duplex,Average,6,1152,FALSE,TRUE,Normal,1978,1978,2,2,Branch_3,6281.408872
765,61000,-93.6601886,42.0269586,Edwards,10020,OneFam,Very_Poor,4,904,FALSE,FALSE,Normal,1922,1950,1,1,Branch_3,6546.973227
766,103600,-93.657241,42.022825,Edwards,6629,OneFam,Above_Average,6,1369,TRUE,TRUE,Normal,1925,1950,3,2,Branch_3,6369.445908
767,63000,-93.658381,42.022978,Edwards,9780,OneFam,Fair,6,1112,TRUE,TRUE,Normal,1934,1950,4,2,Branch_3,6459.435449
768,175000,-93.669839,42.033376,Sawyer,12886,OneFam,Above_Average,6,1464,FALSE,TRUE,Normal,1963,1999,3,2,Branch_3,7311.725926
769,139000,-93.675401,42.033633,Sawyer,8816,OneFam,Above_Average,5,1121,FALSE,TRUE,Normal,1963,1963,3,1,Branch_3,7772.495046
770,172500,-93.672288,42.032367,Sawyer,11184,OneFam,Average,7,1683,TRUE,TRUE,Normal,1978,1978,3,3,Branch_3,7514.747529
772,130000,-93.677991,42.029863,Sawyer,7800,OneFam,Good,5,899,FALSE,TRUE,Normal,1967,2004,3,1,Branch_3,7994.329483
773,149900,-93.672651,42.031342,Sawyer,8014,OneFam,Average,5,1034,FALSE,TRUE,Normal,1978,1978,3,1,Branch_3,7546.742507
774,134900,-93.671849,42.030628,Sawyer,7252,OneFam,Average,5,858,FALSE,TRUE,Normal,1982,1982,2,1,Branch_3,7482.732716
775,137000,-93.671369,42.031138,Sawyer,8740,OneFam,Above_Average,4,860,FALSE,TRUE,Normal,1982,1982,2,1,Branch_3,7441.210808
776,139000,-93.666432,42.033427,Sawyer,11616,OneFam,Average,6,1092,FALSE,TRUE,Normal,1962,1962,3,1,Branch_3,7029.641007
777,165000,-93.66636,42.033277,Sawyer,15400,OneFam,Average,8,1774,TRUE,TRUE,Normal,1961,1961,4,2,Branch_3,7023.587668
778,148000,-93.666813,42.032302,Sawyer,15312,OneFam,Average,6,1138,FALSE,TRUE,Normal,1960,1960,3,1,Branch_3,7061.467412
779,165000,-93.662126,42.032652,Clear_Creek,15584,OneFam,Average,9,2071,FALSE,TRUE,Normal,1956,1956,4,2,Branch_3,6673.027477
780,63900,-93.659279,42.032564,Sawyer,9000,OneFam,Poor,5,660,FALSE,FALSE,Normal,1947,1950,2,1,Branch_3,6437.342281
781,161500,-93.660877,42.032503,Clear_Creek,11250,OneFam,Average,8,1788,TRUE,TRUE,Normal,1957,1989,5,1,Branch_3,6569.720193
782,143000,-93.66798,42.026548,Clear_Creek,25095,OneFam,Very_Good,5,1473,FALSE,TRUE,Partial,1968,2003,1,1,Branch_3,7193.531245
783,135000,-93.671177,42.023229,Edwards,17140,OneFam,Above_Average,6,1229,FALSE,TRUE,Normal,1956,1956,3,1,Branch_3,7501.479946
784,82500,-93.6721573,42.0240278,Edwards,12342,OneFam,Average,4,861,FALSE,TRUE,Normal,1940,1950,1,1,Branch_3,7569.618228
785,190000,-93.666242,42.028468,Clear_Creek,10708,OneFam,Average,7,1867,FALSE,TRUE,Normal,1955,1993,2,1,Branch_3,7031.834465
786,139600,-93.665996,42.027656,Edwards,13680,OneFam,Average,8,1733,FALSE,TRUE,Normal,1955,1955,4,2,Branch_3,7018.573845
787,122000,-93.665994,42.027506,Edwards,15635,OneFam,Average,6,1383,FALSE,TRUE,Normal,1954,1954,2,1,Branch_3,7019.838878
788,127500,-93.667776,42.024483,Edwards,9855,OneFam,Average,7,1689,FALSE,TRUE,Normal,1956,1956,3,1,Branch_3,7203.26403
789,121500,-93.668212,42.023982,Edwards,9571,OneFam,Average,5,1073,FALSE,TRUE,Normal,1956,1956,2,1,Branch_3,7246.549368
791,154400,-93.665271,42.026133,Edwards,9350,OneFam,Good,6,1639,TRUE,TRUE,Normal,1946,1950,3,2,Branch_3,6975.229072
792,113000,-93.66527,42.025996,Edwards,9340,OneFam,Above_Average,4,672,FALSE,TRUE,Normal,1941,1950,2,1,Branch_3,6976.828265
793,125000,-93.660147,42.026307,Edwards,7440,OneFam,Above_Average,5,1089,FALSE,TRUE,Normal,1954,1954,3,1,Branch_3,6551.365097
794,84000,-93.663366,42.024993,Edwards,11500,OneFam,Fair,5,845,FALSE,TRUE,Normal,1957,1957,3,1,Branch_3,6833.761817
