ID Group,Group,ID Industry,Industry,ID Year,Year,ID State,State,Workforce by Industry and Gender,Workforce by Industry and Gender Moe,ACS Industry yg RCA,Geography,ID Geography,Slug Geography,Median Earnings,Median Earnings Moe,Workforce Prev,Workforce Growth,Median Earnings Prev,Median Earnings Growth,Share
4,"Retail Trade (Group)",5,"Retail Trade",2017,"2017","04000US19","Iowa",3341,473.5620339512027,0.8326490079158877,"Ames, IA","16000US1901855","ames-ia",20970,8343,3514,-4.923164484917473,21290,-1.5030530765617662,9.491477272727272
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2017,"2017","04000US19","Iowa",537,156.5439235486322,0.35762953285327503,"Ames, IA","16000US1901855","ames-ia",39597,23193,487,10.266940451745379,51998,-23.848994192084312,1.5255681818181817
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2017,"2017","04000US19","Iowa",117,65.37583651472463,0.3981149988986603,"Ames, IA","16000US1901855","ames-ia",65455,40326,119,-1.680672268907563,65083,0.5715778313845397,0.33238636363636365
6,"Information (Group)",8,"Information",2017,"2017","04000US19","Iowa",627,177.80044994318772,0.8453495183444679,"Ames, IA","16000US1901855","ames-ia",70803,38486,609,2.955665024630542,58970,20.066135323045618,1.7812499999999998
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2017,"2017","04000US19","Iowa",980,274.8545069668678,0.5988728277499168,"Ames, IA","16000US1901855","ames-ia",135082,54290,802,22.194513715710723,76108,77.48725495348715,2.784090909090909
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2017,"2017","04000US19","Iowa",306,128.35108102388543,0.4503349765340908,"Ames, IA","16000US1901855","ames-ia",39686,36504,326,-6.134969325153374,34142,16.238064553921856,0.8693181818181819
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2017,"2017","04000US19","Iowa",2001,345.3071096864355,0.8218545355584381,"Ames, IA","16000US1901855","ames-ia",68132,25904,2003,-0.0998502246630055,62826,8.445548021519752,5.684659090909091
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2017,"2017","04000US19","Iowa",7,24.596747752497688,0.20694378474994488,"Ames, IA","16000US1901855","ames-ia",,,0,Infinity,,NaN,0.019886363636363636
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2017,"2017","04000US19","Iowa",779,237.86130412490385,0.517549858774147,"Ames, IA","16000US1901855","ames-ia",29501,12955,717,8.647140864714087,27409,7.632529461125907,2.2130681818181817
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2017,"2017","04000US19","Iowa",10807,813.990171930841,3.318909679308517,"Ames, IA","16000US1901855","ames-ia",44048,11579,10554,2.3971953761606972,41840,5.277246653919694,30.701704545454543
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2017,"2017","04000US19","Iowa",3809,511.61313509330466,0.7815962374752097,"Ames, IA","16000US1901855","ames-ia",55734,12570,3906,-2.483358934971838,58083,-4.044212592324777,10.821022727272728
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2017,"2017","04000US19","Iowa",615,184.1656862719003,0.8014239315205546,"Ames, IA","16000US1901855","ames-ia",34782,27264,583,5.4888507718696395,11389,205.39994731758716,1.7471590909090908
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2017,"2017","04000US19","Iowa",3617,485.3967449417023,1.3690401992823151,"Ames, IA","16000US1901855","ames-ia",18828,3982,3498,3.4019439679817043,17032,10.54485674025364,10.275568181818182
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2017,"2017","04000US19","Iowa",1132,277.90106153089806,0.6570321189539137,"Ames, IA","16000US1901855","ames-ia",,,1305,-13.256704980842912,,NaN,3.215909090909091
12,"Public Administration (Group)",19,"Public Administration",2017,"2017","04000US19","Iowa",1294,289.4563870430224,0.7879779540324154,"Ames, IA","16000US1901855","ames-ia",91072,38889,1345,-3.7918215613382897,86480,5.3098982423681775,3.6761363636363633
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2016,"2016","04000US19","Iowa",604,203.92400545301183,1.30196141285036,"Ames, IA","16000US1901855","ames-ia",30330,21182,511,18.199608610567513,20494,47.99453498584952,1.7267997026702497
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2016,"2016","04000US19","Iowa",26,48.30113870293329,0.12490802540978961,"Ames, IA","16000US1901855","ames-ia",,,26,0,,NaN,0.07433243753216308
1,"Construction (Group)",2,"Construction",2016,"2016","04000US19","Iowa",1155,276.52305509667724,0.5279580110218799,"Ames, IA","16000US1901855","ames-ia",52230,24577,1367,-15.508412582297002,49580,5.3448971359419115,3.3020755903710906
2,"Manufacturing (Group)",3,"Manufacturing",2016,"2016","04000US19","Iowa",3046,437.49857142623904,0.8414825380957714,"Ames, IA","16000US1901855","ames-ia",64124,22224,3051,-0.16388069485414616,64560,-0.6753407682775712,8.708330950883413
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2016,"2016","04000US19","Iowa",379,133.27040181525678,0.40157332293525766,"Ames, IA","16000US1901855","ames-ia",60348,44886,288,31.59722222222222,62420,-3.319448894585069,1.083538224026531
4,"Retail Trade (Group)",5,"Retail Trade",2016,"2016","04000US19","Iowa",3514,452.13382974513195,0.8731975286196606,"Ames, IA","16000US1901855","ames-ia",21290,6251,3654,-3.8314176245210727,21243,0.22124935272795745,10.046314826462348
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2016,"2016","04000US19","Iowa",487,138.2208377922808,0.3340745021634903,"Ames, IA","16000US1901855","ames-ia",51998,52144,568,-14.26056338028169,71750,-27.528919860627177,1.392303733775516
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2016,"2016","04000US19","Iowa",119,72.24956747275377,0.4050481350213143,"Ames, IA","16000US1901855","ames-ia",65083,51872,49,142.85714285714286,66985,-2.839441666044637,0.34021384870490023
6,"Information (Group)",8,"Information",2016,"2016","04000US19","Iowa",609,172.00290695217913,0.8227893020524557,"Ames, IA","16000US1901855","ames-ia",58970,34471,640,-4.84375,47990,22.879766618045426,1.741094402195666
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2016,"2016","04000US19","Iowa",802,254.6153962351845,0.4916971979075961,"Ames, IA","16000US1901855","ames-ia",76108,86422,777,3.2175032175032174,74692,1.895785358539067,2.2928698038767226
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2016,"2016","04000US19","Iowa",326,128.1444497432487,0.4874098236163416,"Ames, IA","16000US1901855","ames-ia",34142,19368,304,7.236842105263158,41459,-17.64876142695193,0.9320144090571216
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2016,"2016","04000US19","Iowa",2003,371.29503093900945,0.8422924541345529,"Ames, IA","16000US1901855","ames-ia",62826,28338,1894,5.7550158394931366,54102,16.125097038926473,5.72645662988164
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2016,"2016","04000US19","Iowa",0,31.11269837220809,0,"Ames, IA","16000US1901855","ames-ia",,,0,NaN,,NaN,0
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2016,"2016","04000US19","Iowa",717,215.1278689523977,0.4795639488161569,"Ames, IA","16000US1901855","ames-ia",27409,10902,542,32.28782287822878,34167,-19.77931922615389,2.0498599119446506
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2016,"2016","04000US19","Iowa",10554,843.6646253103185,3.2496766427938892,"Ames, IA","16000US1901855","ames-ia",41840,9132,10435,1.1403929084810733,40525,3.2449105490438,30.173251758248043
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2016,"2016","04000US19","Iowa",3906,495.99395157602476,0.8077460616362574,"Ames, IA","16000US1901855","ames-ia",58083,9852,3866,1.0346611484738748,56966,1.9608187339816734,11.16701926925496
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2016,"2016","04000US19","Iowa",583,144.2497833620557,0.7672365848636002,"Ames, IA","16000US1901855","ames-ia",11389,8259,565,3.185840707964602,11105,2.5574065736154883,1.6667619646635028
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2016,"2016","04000US19","Iowa",3498,455.22961239357005,1.333291312253273,"Ames, IA","16000US1901855","ames-ia",17032,3521,3503,-0.14273479874393377,17214,-1.0572789589868712,10.000571787981016
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2016,"2016","04000US19","Iowa",1305,295.25582128046176,0.7589236106834528,"Ames, IA","16000US1901855","ames-ia",,,1087,20.055197792088318,,NaN,3.7309165761335694
12,"Public Administration (Group)",19,"Public Administration",2016,"2016","04000US19","Iowa",1345,287.7933286231632,0.8156372574960392,"Ames, IA","16000US1901855","ames-ia",86480,29367,1277,5.324980422866092,81338,6.321768423123264,3.8452741723368975
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2015,"2015","04000US19","Iowa",511,212.25691979297164,1.1013725031472006,"Ames, IA","16000US1901855","ames-ia",20494,24509,683,-25.183016105417277,20940,-2.1298949379178604,1.4852924078595513
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2015,"2015","04000US19","Iowa",26,48.30113870293329,0.12419537143328963,"Ames, IA","16000US1901855","ames-ia",,,25,4,,NaN,0.0755726078362981
1,"Construction (Group)",2,"Construction",2015,"2015","04000US19","Iowa",1367,352.5365229306036,0.6415038508030442,"Ames, IA","16000US1901855","ames-ia",49580,18328,1400,-2.357142857142857,57933,-14.418379852588334,3.9733751889315196
2,"Manufacturing (Group)",3,"Manufacturing",2015,"2015","04000US19","Iowa",3051,426.6907545283821,0.8519489320634905,"Ames, IA","16000US1901855","ames-ia",64560,18053,2624,16.272865853658537,65532,-1.4832448269547702,8.868154865713288
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2015,"2015","04000US19","Iowa",288,109.20164833920778,0.30742926832697787,"Ames, IA","16000US1901855","ames-ia",62420,45257,282,2.127659574468085,87430,-28.605741736246138,0.8371119637251482
4,"Retail Trade (Group)",5,"Retail Trade",2015,"2015","04000US19","Iowa",3654,544.2177872874057,0.9194415556728126,"Ames, IA","16000US1901855","ames-ia",21243,5648,3416,6.967213114754098,23063,-7.891427828122967,10.620858039762817
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2015,"2015","04000US19","Iowa",568,201.8836298465034,0.4019946757552791,"Ames, IA","16000US1901855","ames-ia",71750,49145,587,-3.2367972742759794,71475,0.38474991255683805,1.6509708173468203
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2015,"2015","04000US19","Iowa",49,37.48332962798263,0.16736694774802957,"Ames, IA","16000US1901855","ames-ia",66985,25677,55,-10.909090909090908,63542,5.418463378552768,0.1424252993837926
6,"Information (Group)",8,"Information",2015,"2015","04000US19","Iowa",640,171.14321488157222,0.876259216829768,"Ames, IA","16000US1901855","ames-ia",47990,34171,616,3.896103896103896,55222,-13.096229763500054,1.860248808278107
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2015,"2015","04000US19","Iowa",777,219.27152117865194,0.4820808462922495,"Ames, IA","16000US1901855","ames-ia",74692,37284,890,-12.696629213483146,73077,2.2099976736866593,2.2584583188001393
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2015,"2015","04000US19","Iowa",304,104.06248123122954,0.4682824041179972,"Ames, IA","16000US1901855","ames-ia",41459,17586,288,5.555555555555555,35000,18.454285714285714,0.8836181839321009
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2015,"2015","04000US19","Iowa",1894,349.6069221282668,0.8236410944864523,"Ames, IA","16000US1901855","ames-ia",54102,37575,1965,-3.6132315521628495,57563,-6.012542779215815,5.505173816998023
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2015,"2015","04000US19","Iowa",0,31.11269837220809,0,"Ames, IA","16000US1901855","ames-ia",,,0,NaN,,NaN,0
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2015,"2015","04000US19","Iowa",542,172.072659071684,0.369356661244653,"Ames, IA","16000US1901855","ames-ia",34167,22890,705,-23.120567375886523,24686,38.406384185368225,1.5753982095105221
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2015,"2015","04000US19","Iowa",10435,838.4300805672468,3.248751553546873,"Ames, IA","16000US1901855","ames-ia",40525,9290,10199,2.313952348269438,40841,-0.7737322788374428,30.33077549122195
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2015,"2015","04000US19","Iowa",3866,481.1746044836531,0.8135226709171127,"Ames, IA","16000US1901855","ames-ia",56966,16987,3777,2.3563674874238814,60061,-5.1530943540733585,11.237065457504942
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2015,"2015","04000US19","Iowa",565,143.01048912579805,0.7605603333564913,"Ames, IA","16000US1901855","ames-ia",11105,7667,665,-15.037593984962406,9871,12.501266335730929,1.6422509010580164
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2015,"2015","04000US19","Iowa",3503,481.9346428718318,1.3692694728106978,"Ames, IA","16000US1901855","ames-ia",17214,2756,2991,17.118020728853224,16691,3.133425199209155,10.181955586559702
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2015,"2015","04000US19","Iowa",1087,240.4828476211973,0.6397327451478912,"Ames, IA","16000US1901855","ames-ia",,,1148,-5.313588850174216,,NaN,3.1595163353098474
12,"Public Administration (Group)",19,"Public Administration",2015,"2015","04000US19","Iowa",1277,264.99999999999994,0.7731658269565954,"Ames, IA","16000US1901855","ames-ia",81338,33075,1339,-4.630321135175504,94727,-14.134301730235308,3.711777700267411
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2014,"2014","04000US19","Iowa",683,240.52026941611388,1.4889251285162388,"Ames, IA","16000US1901855","ames-ia",20940,13701,763,-10.484927916120576,20817,0.5908632367776336,2.029416134303967
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2014,"2014","04000US19","Iowa",25,44.77722635447622,0.12501860853227725,"Ames, IA","16000US1901855","ames-ia",,,33,-24.242424242424242,,NaN,0.07428316743425939
1,"Construction (Group)",2,"Construction",2014,"2014","04000US19","Iowa",1400,331.0966626228661,0.6746824265755834,"Ames, IA","16000US1901855","ames-ia",57933,27439,1044,34.099616858237546,77361,-25.113429247295148,4.159857376318526
2,"Manufacturing (Group)",3,"Manufacturing",2014,"2014","04000US19","Iowa",2624,385.08830156212224,0.7477851515529508,"Ames, IA","16000US1901855","ames-ia",65532,16172,2589,1.3518733101583624,66144,-0.9252539912917271,7.796761253899866
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2014,"2014","04000US19","Iowa",282,91.4166286842826,0.3052277258321347,"Ames, IA","16000US1901855","ames-ia",87430,78562,328,-14.02439024390244,78625,11.198728139904611,0.8379141286584461
4,"Retail Trade (Group)",5,"Retail Trade",2014,"2014","04000US19","Iowa",3416,468.369512244339,0.8771009142551854,"Ames, IA","16000US1901855","ames-ia",23063,6243,3264,4.6568627450980395,22438,2.7854532489526695,10.150051998217204
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2014,"2014","04000US19","Iowa",587,181.41664752717708,0.42908285035727084,"Ames, IA","16000US1901855","ames-ia",71475,61280,499,17.635270541082164,81698,-12.513158216847414,1.744168771356411
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2014,"2014","04000US19","Iowa",55,48.30113870293329,0.1896181247515915,"Ames, IA","16000US1901855","ames-ia",63542,17074,71,-22.535211267605636,66292,-4.148313521993604,0.16342296835537068
6,"Information (Group)",8,"Information",2014,"2014","04000US19","Iowa",616,187.44599222175972,0.8568151636099579,"Ames, IA","16000US1901855","ames-ia",55222,38469,673,-8.469539375928678,34007,62.38421501455582,1.8303372455801517
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2014,"2014","04000US19","Iowa",890,198.33809518093088,0.5601407885369641,"Ames, IA","16000US1901855","ames-ia",73077,17566,1082,-17.744916820702404,63291,15.461914016210834,2.6444807606596346
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2014,"2014","04000US19","Iowa",288,101.5332457867865,0.4553083235134464,"Ames, IA","16000US1901855","ames-ia",35000,24243,310,-7.096774193548387,25515,37.174211248285324,0.8557420888426682
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2014,"2014","04000US19","Iowa",1965,327.4339628077699,0.8867500798500563,"Ames, IA","16000US1901855","ames-ia",57563,42762,1862,5.531686358754028,70936,-18.852204804330665,5.838656960332789
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2014,"2014","04000US19","Iowa",0,31.11269837220809,0,"Ames, IA","16000US1901855","ames-ia",,,0,NaN,,NaN,0
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2014,"2014","04000US19","Iowa",705,187.96276226955166,0.49537986775289483,"Ames, IA","16000US1901855","ames-ia",24686,21711,724,-2.6243093922651934,21701,13.755126491866735,2.094785321646115
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2014,"2014","04000US19","Iowa",10199,885.484048416458,3.2184188354647842,"Ames, IA","16000US1901855","ames-ia",40841,6268,9920,2.8125,39485,3.4342155248828674,30.30456098648046
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2014,"2014","04000US19","Iowa",3777,455.7905220602991,0.8133482999161581,"Ames, IA","16000US1901855","ames-ia",60061,11566,3799,-0.5790997630955514,60940,-1.4424023629799803,11.222700935967909
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2014,"2014","04000US19","Iowa",665,170.41420128616042,0.919497583178605,"Ames, IA","16000US1901855","ames-ia",9871,5112,658,1.0638297872340425,10159,-2.8349246973127276,1.9759322537512998
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2014,"2014","04000US19","Iowa",2991,441.3275427616092,1.2108300179523095,"Ames, IA","16000US1901855","ames-ia",16691,3424,2684,11.438152011922503,15110,10.463269358041034,8.887238151834795
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2014,"2014","04000US19","Iowa",1148,257.63540129415446,0.6878932267122706,"Ames, IA","16000US1901855","ames-ia",,,1302,-11.827956989247312,,NaN,3.411083048581191
12,"Public Administration (Group)",19,"Public Administration",2014,"2014","04000US19","Iowa",1339,250.4795400826183,0.8088025893885309,"Ames, IA","16000US1901855","ames-ia",94727,23852,1303,2.762854950115119,99028,-4.343216060104213,3.978606447778933
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",0,"Agriculture, Forestry, Fishing & Hunting",2013,"2013","04000US19","Iowa",763,271.189970316013,1.69884642958604,"Ames, IA","16000US1901855","ames-ia",20817,7752,,NaN,,NaN,2.3185851464689438
0,"Agriculture, Forestry, Fishing & Hunting, & Mining",1,"Mining, Quarrying, & Oil & Gas Extraction",2013,"2013","04000US19","Iowa",33,57.77542730261715,0.17891510511136793,"Ames, IA","16000US1901855","ames-ia",,,,NaN,,NaN,0.10027956727847331
1,"Construction (Group)",2,"Construction",2013,"2013","04000US19","Iowa",1044,216.6333307688362,0.5077150431422583,"Ames, IA","16000US1901855","ames-ia",77361,35294,,NaN,,NaN,3.172480855718974
2,"Manufacturing (Group)",3,"Manufacturing",2013,"2013","04000US19","Iowa",2589,356.4337245547901,0.7507048102735177,"Ames, IA","16000US1901855","ames-ia",66144,12243,,NaN,,NaN,7.867387869211134
3,"Wholesale Trade (Group)",4,"Wholesale Trade",2013,"2013","04000US19","Iowa",328,103.58571330062847,0.3590745735763482,"Ames, IA","16000US1901855","ames-ia",78625,63594,,NaN,,NaN,0.9967181232527045
4,"Retail Trade (Group)",5,"Retail Trade",2013,"2013","04000US19","Iowa",3264,428.67236906523374,0.8571885633395073,"Ames, IA","16000US1901855","ames-ia",22438,8593,,NaN,,NaN,9.918560836270816
5,"Transportation & Warehousing, & Utilities",6,"Transportation & Warehousing",2013,"2013","04000US19","Iowa",499,149.254815667703,0.3723618338795208,"Ames, IA","16000US1901855","ames-ia",81698,32959,,NaN,,NaN,1.516348608241157
5,"Transportation & Warehousing, & Utilities",7,"Utilities",2013,"2013","04000US19","Iowa",71,60.53924347066123,0.24812542538835047,"Ames, IA","16000US1901855","ames-ia",66292,10024,,NaN,,NaN,0.21575300838701839
6,"Information (Group)",8,"Information",2013,"2013","04000US19","Iowa",673,186.68154702594472,0.9492691589803449,"Ames, IA","16000US1901855","ames-ia",34007,42312,,NaN,,NaN,2.045095417527653
7,"Finance & Insurance, & Real Estate & Rental & Leasing",9,"Finance & Insurance",2013,"2013","04000US19","Iowa",1082,259.6247291765559,0.6881557657173132,"Ames, IA","16000US1901855","ames-ia",63291,14116,,NaN,,NaN,3.2879542968275195
7,"Finance & Insurance, & Real Estate & Rental & Leasing",10,"Real Estate & Rental & Leasing",2013,"2013","04000US19","Iowa",310,123.87897319561539,0.49651061552089226,"Ames, IA","16000US1901855","ames-ia",25515,27064,,NaN,,NaN,0.9420201774644463
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",11,"Professional, Scientific, & Technical Services",2013,"2013","04000US19","Iowa",1862,301.2391076869004,0.8673375716496322,"Ames, IA","16000US1901855","ames-ia",70936,40765,,NaN,,NaN,5.658198614318707
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",12,"Management of Companies & Enterprises",2013,"2013","04000US19","Iowa",0,32.526911934581186,0,"Ames, IA","16000US1901855","ames-ia",,,,NaN,,NaN,0
8,"Professional, Scientific, & Management, & Administrative & Waste Management Services",13,"Administrative & Support & Waste Management Services",2013,"2013","04000US19","Iowa",724,198.7611632085101,0.525725529324261,"Ames, IA","16000US1901855","ames-ia",21701,4675,,NaN,,NaN,2.2000729305943842
9,"Educational Services, & Health Care & Social Assistance",14,"Educational Services",2013,"2013","04000US19","Iowa",9920,644.437739428721,3.1850866318719486,"Ames, IA","16000US1901855","ames-ia",39485,4981,,NaN,,NaN,30.144645678862283
9,"Educational Services, & Health Care & Social Assistance",15,"Health Care & Social Assistance",2013,"2013","04000US19","Iowa",3799,388.8457277635952,0.8422496670711008,"Ames, IA","16000US1901855","ames-ia",60940,6567,,NaN,,NaN,11.54430533608849
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",16,"Arts, Entertainment, & Recreation",2013,"2013","04000US19","Iowa",658,192.40841977418765,0.9380695717552083,"Ames, IA","16000US1901855","ames-ia",10159,5315,,NaN,,NaN,1.9995137960374376
10,"Arts, Entertainment, & Recreation, & Accommodation & Food Services",17,"Accommodation & Food Services",2013,"2013","04000US19","Iowa",2684,471.2218161333365,1.130048416833666,"Ames, IA","16000US1901855","ames-ia",15110,4533,,NaN,,NaN,8.156071471982496
11,"Other Services, Except Public Administration (Group)",18,"Other Services, Except Public Administration",2013,"2013","04000US19","Iowa",1302,287.0679362102288,0.7969406084085093,"Ames, IA","16000US1901855","ames-ia",,,,NaN,,NaN,3.9564847453506746
12,"Public Administration (Group)",19,"Public Administration",2013,"2013","04000US19","Iowa",1303,239.99999999999997,0.7985680570359023,"Ames, IA","16000US1901855","ames-ia",99028,19608,,NaN,,NaN,3.9595235201166887
