Sale_Price,Longitude,Latitude,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Distance_m,Neighborhood
190000,-93.666242,42.028468,10708,OneFam,Average,7,1867,FALSE,TRUE,Normal,1955,1993,7031.834465,Old_Town
139600,-93.665996,42.027656,13680,OneFam,Average,8,1733,FALSE,TRUE,Normal,1955,1955,7018.573845,Old_Town
122000,-93.665994,42.027506,15635,OneFam,Average,6,1383,FALSE,TRUE,Normal,1954,1954,7019.838878,Old_Town
127500,-93.667776,42.024483,9855,OneFam,Average,7,1689,FALSE,TRUE,Normal,1956,1956,7203.26403,Old_Town
121500,-93.668212,42.023982,9571,OneFam,Average,5,1073,FALSE,TRUE,Normal,1956,1956,7246.549368,Old_Town
154400,-93.665271,42.026133,9350,OneFam,Good,6,1639,TRUE,TRUE,Normal,1946,1950,6975.229072,Iowa_DOT_and_Rail_Road
113000,-93.66527,42.025996,9340,OneFam,Above_Average,4,672,FALSE,TRUE,Normal,1941,1950,6976.828265,Iowa_DOT_and_Rail_Road
125000,-93.660147,42.026307,7440,OneFam,Above_Average,5,1089,FALSE,TRUE,Normal,1954,1954,6551.365097,Brookside
84000,-93.663366,42.024993,11500,OneFam,Fair,5,845,FALSE,TRUE,Normal,1957,1957,6833.761817,Brookside
139500,-93.6641939,42.0246851,4235,TwnhsE,Average,5,1049,FALSE,TRUE,Normal,1984,1984,6906.241592,Brookside
131000,-93.66104,42.0247212,11409,OneFam,Below_Average,8,1716,TRUE,TRUE,Normal,1949,2008,6646.923042,Brookside
105000,-93.661005,42.023548,9060,OneFam,Average,6,1258,TRUE,TRUE,Normal,1939,1950,6663.341038,Brookside
108000,-93.659855,42.022754,9084,OneFam,Average,7,1510,TRUE,TRUE,Normal,1940,1950,6583.975963,Brookside
162000,-93.684708,42.034183,10778,OneFam,Above_Average,4,1061,FALSE,TRUE,Normal,1990,1991,8543.858662,Brookside
156500,-93.685733,42.033714,19255,OneFam,Average,5,1338,FALSE,TRUE,Normal,1983,1983,8628.103842,Brookside
316600,-93.685986,42.0318449,12327,OneFam,Very_Good,5,2132,TRUE,TRUE,Normal,1983,2009,8649.698556,Brookside
271900,-93.68341,42.03254,14684,OneFam,Good,7,2196,FALSE,TRUE,Normal,1990,1991,8435.565906,Brookside
213000,-93.681063,42.030625,9317,OneFam,Average,7,1775,TRUE,TRUE,Normal,1993,1993,8245.330056,Brookside
239900,-93.682025,42.030623,10560,OneFam,Average,8,1879,TRUE,TRUE,Normal,1993,1994,8324.960364,Brookside
239500,-93.682176,42.030678,9828,OneFam,Average,8,2020,TRUE,TRUE,Normal,1995,1995,8337.265759,Brookside
131000,-93.679789,42.03252,26400,OneFam,Good,7,2016,TRUE,TRUE,Normal,1880,2007,8135.737078,Brookside
269500,-93.679856,42.030531,11855,Duplex,Average,8,2787,TRUE,TRUE,Normal,2000,2000,8145.776796,Brookside
269500,-93.6791251,42.0310946,7939,Duplex,Average,8,2787,TRUE,TRUE,Normal,2000,2000,8083.390611,Brookside
269500,-93.679181,42.0309301,7976,Duplex,Average,8,2787,TRUE,TRUE,Normal,2000,2000,8088.520737,Brookside
323262,-93.687067,42.026626,10933,OneFam,Average,8,1680,FALSE,TRUE,Partial,2009,2009,8767.062841,Brookside
297000,-93.688859,42.026482,10637,OneFam,Average,7,1718,FALSE,TRUE,Normal,2007,2008,8916.278637,Brookside
295493,-93.688993,42.026414,10226,OneFam,Average,8,1630,FALSE,TRUE,Normal,2008,2008,8927.957146,Brookside
332000,-93.689091,42.026372,10816,OneFam,Average,8,1720,FALSE,TRUE,Normal,2008,2008,8936.430217,Brookside
239900,-93.690266,42.025707,9178,OneFam,Average,6,1468,FALSE,TRUE,Normal,2008,2008,9039.752594,Old_Town
212000,-93.690971,42.025293,10769,OneFam,Average,7,1768,TRUE,TRUE,Normal,2007,2007,9102.128115,Old_Town
272500,-93.690364,42.025577,11422,OneFam,Average,7,1838,FALSE,TRUE,Normal,2007,2008,9049.1446,Old_Town
239000,-93.689072,42.024628,11923,OneFam,Average,7,1800,FALSE,TRUE,Normal,2007,2007,8952.963485,Old_Town
200000,-93.691433,42.024613,6762,OneFam,Average,6,1290,FALSE,TRUE,Normal,2007,2007,9147.627376,Old_Town
221800,-93.69157,42.024765,10324,OneFam,Average,5,1254,FALSE,TRUE,Normal,2008,2008,9157.206958,Iowa_DOT_and_Rail_Road
194500,-93.690111,42.024327,7314,OneFam,Average,6,1232,FALSE,TRUE,Normal,2007,2007,9042.059743,Iowa_DOT_and_Rail_Road
237000,-93.689066,42.024399,11645,OneFam,Average,7,1498,FALSE,TRUE,Normal,2005,2006,8955.154769,Old_Town
173000,-93.689081,42.02322,11646,OneFam,Average,7,1422,TRUE,TRUE,Normal,2005,2006,8971.343011,Old_Town
275000,-93.685125,42.029772,12800,OneFam,Average,5,1644,FALSE,TRUE,Normal,1989,1989,8585.000631,Iowa_DOT_and_Rail_Road
233500,-93.679297,42.02792,16698,OneFam,Average,7,1759,TRUE,TRUE,Normal,1992,1993,8114.571983,Iowa_DOT_and_Rail_Road
152000,-93.691883,42.021171,12464,OneFam,Average,6,1040,FALSE,TRUE,Normal,1996,1996,9231.441794,Iowa_DOT_and_Rail_Road
143000,-93.692135,42.021176,9757,OneFam,Good,5,990,FALSE,TRUE,Normal,1994,1994,9252.021247,Sawyer
231500,-93.688372,42.021207,15426,OneFam,Average,7,1764,TRUE,TRUE,Normal,1997,1997,8943.130813,Edwards
212000,-93.690401,42.020817,10667,OneFam,Above_Average,6,1661,TRUE,TRUE,Normal,1996,1996,9115.735961,Edwards
207000,-93.691355,42.019784,14753,OneFam,Average,5,1463,FALSE,TRUE,Normal,1998,1998,9211.501963,Edwards
145000,-93.691585,42.018996,10859,OneFam,Average,6,1097,FALSE,TRUE,Normal,1994,1995,9244.659579,Edwards
138000,-93.6928668,42.0197228,8072,OneFam,Average,5,990,FALSE,TRUE,Normal,1994,1995,9336.20513,Edwards
197900,-93.690548,42.018597,10400,OneFam,Average,6,1779,TRUE,TRUE,Normal,1998,1998,9167.653138,Edwards
204000,-93.690324,42.017569,10335,OneFam,Average,6,1501,FALSE,TRUE,Normal,1999,1999,9170.076088,Sawyer
192000,-93.691667,42.016903,9017,OneFam,Average,6,1431,FALSE,TRUE,Normal,1999,1999,9293.342276,Sawyer
200000,-93.688383,42.018667,8750,OneFam,Average,7,1772,TRUE,TRUE,Normal,1998,1998,8989.766598,Sawyer
195000,-93.689431,42.016862,8935,OneFam,Average,7,1660,TRUE,TRUE,Normal,2002,2002,9112.574105,Sawyer
227000,-93.691175,42.016399,9808,OneFam,Average,6,1573,FALSE,TRUE,Normal,2002,2002,9264.354973,Sawyer
230000,-93.689438,42.01571,12420,OneFam,Average,6,1840,TRUE,TRUE,Normal,2001,2001,9139.210541,Sawyer
187100,-93.689942,42.016551,16285,OneFam,Average,6,1430,FALSE,TRUE,Normal,2001,2002,9160.911337,Sawyer
203000,-93.691672,42.01613,10739,OneFam,Average,6,1444,FALSE,TRUE,Normal,2002,2001,9310.675313,Sawyer
124000,-93.686916,42.021384,8430,OneFam,Average,5,1040,FALSE,FALSE,Normal,1978,1978,8820.960945,Sawyer
140000,-93.687212,42.020087,16269,OneFam,Average,5,907,FALSE,TRUE,Normal,1978,1978,8867.41297,Sawyer
134900,-93.687219,42.019184,6950,OneFam,Good,5,914,FALSE,TRUE,Normal,1979,1979,8884.787122,Sawyer
150500,-93.685068,42.019697,8800,OneFam,Good,5,1040,FALSE,TRUE,Normal,1977,2008,8699.494996,Clear_Creek
136500,-93.684887,42.019548,7000,OneFam,Very_Good,6,864,FALSE,TRUE,Normal,1978,2005,8687.557969,Sawyer
143500,-93.684954,42.019691,9286,OneFam,Good,5,1268,FALSE,TRUE,Normal,1977,1989,8690.304211,Clear_Creek
133500,-93.683157,42.020666,15523,OneFam,Above_Average,5,864,FALSE,TRUE,Normal,1972,1972,8525.582924,Clear_Creek
123000,-93.683159,42.020991,7200,OneFam,Average,6,894,FALSE,TRUE,Normal,1972,1972,8520.01132,Edwards
133900,-93.68317,42.021788,7200,OneFam,Very_Good,5,768,FALSE,TRUE,Normal,1972,2003,8507.480429,Edwards
133000,-93.68351,42.020843,8445,OneFam,Good,5,768,FALSE,TRUE,Normal,1972,2007,8551.308506,Clear_Creek
250000,-93.687819,42.017109,11664,OneFam,Average,6,1611,FALSE,TRUE,Normal,2002,2002,8976.266014,Edwards
254750,-93.686218,42.018722,12334,OneFam,Average,8,2184,TRUE,TRUE,Normal,2003,2003,8812.244725,Edwards
236500,-93.68269,42.018847,11838,OneFam,Average,7,1788,FALSE,TRUE,Normal,2001,2001,8522.404857,Edwards
261500,-93.682623,42.01877,11885,OneFam,Average,7,1872,TRUE,TRUE,Normal,2001,2001,8518.535864,Edwards
313000,-93.682983,42.018703,11050,OneFam,Average,8,2153,TRUE,TRUE,Normal,2000,2000,8549.217067,Edwards
198500,-93.686744,42.016973,8749,OneFam,Average,6,1725,TRUE,TRUE,Normal,2002,2002,8892.002125,Edwards
211000,-93.685673,42.016978,11250,OneFam,Average,6,1870,TRUE,TRUE,Normal,2001,2001,8804.998929,Edwards
220000,-93.67915,42.0181479,15750,OneFam,Average,5,1513,FALSE,TRUE,Normal,1999,2000,8249.614008,Edwards
203000,-93.680706,42.018875,11883,OneFam,Average,6,1504,FALSE,TRUE,Normal,1996,1996,8360.374563,Edwards
279500,-93.681109,42.018866,12782,OneFam,Average,7,1828,FALSE,TRUE,Normal,2002,2003,8393.348585,Edwards
210000,-93.681343,42.018006,8750,OneFam,Average,7,1417,FALSE,TRUE,Normal,1997,1998,8430.758556,Edwards
219500,-93.681411,42.017856,9375,OneFam,Average,8,2034,TRUE,TRUE,Normal,1997,1998,8439.588397,Edwards
191000,-93.680782,42.017856,8750,OneFam,Average,7,1716,TRUE,TRUE,Normal,1996,1996,8388.543965,Edwards
178000,-93.68218,42.016819,9100,OneFam,Average,6,1212,FALSE,TRUE,Normal,2001,2001,8525.574908,Sawyer_West
213000,-93.68167,42.016797,9750,OneFam,Average,6,1630,FALSE,TRUE,Normal,2000,2001,8484.806834,Sawyer_West
144000,-93.681297,42.016274,4435,TwnhsE,Average,4,848,FALSE,TRUE,Normal,2003,2004,8467.188072,Sawyer_West
140000,-93.681439,42.016271,4435,TwnhsE,Average,4,848,FALSE,TRUE,Normal,2003,2003,8478.736155,Sawyer_West
293200,-93.684115,42.016468,10200,OneFam,Average,7,1602,FALSE,TRUE,Normal,2007,2007,8690.468472,Sawyer_West
190000,-93.685333,42.013957,9313,OneFam,Average,7,1728,TRUE,TRUE,Normal,2004,2004,8851.644211,Sawyer_West
190000,-93.686051,42.014054,8487,OneFam,Average,6,1500,FALSE,TRUE,Normal,2004,2004,8906.847911,Sawyer_West
173500,-93.684536,42.013512,8633,OneFam,Average,7,1476,TRUE,TRUE,Normal,2005,2005,8799.598217,Sawyer_West
170000,-93.6843,42.013392,11069,OneFam,Average,6,1396,TRUE,TRUE,Normal,2007,2007,8783.951518,Sawyer_West
108000,-93.678305,42.020123,8777,OneFam,Average,5,1126,FALSE,TRUE,Normal,1949,2003,8139.608536,Sawyer_West
167000,-93.677407,42.021246,9937,OneFam,Good,7,1486,FALSE,TRUE,Normal,1964,1999,8045.197415,Sawyer_West
100000,-93.676372,42.021219,8877,OneFam,Above_Average,3,816,FALSE,TRUE,Normal,1938,1958,7961.119423,Sawyer_West
198500,-93.672234,42.018988,7301,OneFam,Average,7,1922,TRUE,TRUE,Normal,2003,2003,7669.734107,Sawyer_West
159500,-93.6755239,42.0186549,7950,OneFam,Above_Average,6,1426,TRUE,TRUE,Normal,1977,1977,7944.082966,Sawyer_West
127000,-93.6739723,42.0196717,10682,OneFam,Above_Average,7,1149,FALSE,TRUE,Normal,1960,1971,7795.976587,Sawyer_West
320000,-93.676608,42.017026,13286,OneFam,Average,8,1698,FALSE,TRUE,Normal,2007,2008,8069.940992,Sawyer_West
145500,-93.669952,42.01896,3675,TwnhsE,Average,5,1072,FALSE,TRUE,Normal,2005,2006,7485.40843,Sawyer_West
118000,-93.664779,42.022478,9405,OneFam,Excellent,4,698,FALSE,FALSE,Normal,1947,2008,6991.06369,Sawyer_West
85000,-93.666315,42.019423,6410,OneFam,Average,5,876,FALSE,TRUE,Normal,1959,1959,7180.07873,Sawyer_West
120000,-93.664685,42.020321,11767,OneFam,Average,6,1368,FALSE,TRUE,Normal,1950,1950,7027.470981,College_Creek
98000,-93.6644556,42.0217997,8405,OneFam,Fair,9,1529,TRUE,TRUE,Normal,1945,1950,6977.700677,College_Creek
99900,-93.659191,42.021496,4060,OneFam,Very_Good,4,864,FALSE,FALSE,Normal,1922,1950,6555.615391,College_Creek
82000,-93.664812,42.019004,10206,OneFam,Fair,4,944,FALSE,TRUE,Normal,1952,1952,7068.511731,College_Creek
119900,-93.6644024,42.01822,10926,Duplex,Average,10,1678,FALSE,FALSE,Normal,1959,1959,7055.179913,College_Creek
103500,-93.664336,42.019381,11767,OneFam,Average,7,1560,FALSE,TRUE,Normal,1956,1956,7020.913991,College_Creek
110000,-93.657963,42.022092,12354,OneFam,Very_Good,7,1196,TRUE,TRUE,Normal,1920,2000,6443.114701,College_Creek
122000,-93.656664,42.022088,8212,OneFam,Above_Average,6,1298,TRUE,TRUE,Normal,1941,1950,6337.564952,College_Creek
117000,-93.655674,42.022091,10998,OneFam,Average,6,1604,TRUE,TRUE,Normal,1941,1960,6257.039139,College_Creek
60000,-93.651786,42.017564,8400,OneFam,Average,3,438,FALSE,TRUE,Normal,1920,1950,6063.965513,College_Creek
139500,-93.64857,42.016921,9900,OneFam,Good,7,1489,TRUE,TRUE,Normal,1940,1950,5830.410505,College_Creek
197000,-93.651669,42.016182,15863,OneFam,Fair,12,3082,TRUE,TRUE,Normal,1920,1970,6099.902975,College_Creek
105000,-93.646555,42.019094,5707,OneFam,Above_Average,6,1242,TRUE,TRUE,Normal,1935,1950,5600.478331,College_Creek
135000,-93.648414,42.018931,7804,OneFam,Fair,7,1981,TRUE,TRUE,Normal,1928,1950,5753.531772,College_Creek
147500,-93.646655,42.017889,8574,OneFam,Very_Good,6,1232,FALSE,TRUE,Normal,1916,2000,5646.748013,Sawyer_West
137450,-93.648429,42.017835,6171,OneFam,Above_Average,7,1608,TRUE,TRUE,Normal,1925,1990,5788.955658,Clear_Creek
155000,-93.6459433,42.0189256,7200,OneFam,Excellent,6,1135,TRUE,TRUE,Normal,1936,2007,5557.024008,Clear_Creek
177000,-93.646881,42.016943,7558,OneFam,Above_Average,9,1913,TRUE,TRUE,Normal,1928,1950,5696.62752,College_Creek
145000,-93.648419,42.016835,6292,OneFam,Good,6,1477,TRUE,TRUE,Normal,1928,1950,5821.443284,College_Creek
137000,-93.644704,42.016957,7155,OneFam,Very_Good,6,1228,TRUE,TRUE,Normal,1918,1990,5525.151927,College_Creek
234000,-93.644636,42.016067,10918,OneFam,Excellent,9,2080,TRUE,TRUE,Normal,1926,2004,5552.505114,College_Creek
205000,-93.6428055,42.0191252,13680,OneFam,Above_Average,6,1567,TRUE,TRUE,Normal,1940,1950,5301.63478,College_Creek
177500,-93.6397,42.019181,7500,OneFam,Good,7,1494,TRUE,TRUE,Normal,1942,1950,5054.176704,College_Creek
160000,-93.642371,42.018707,9600,OneFam,Good,7,1308,TRUE,TRUE,Normal,1940,1950,5280.977275,College_Creek
155000,-93.64012,42.017583,14680,OneFam,Below_Average,5,1273,FALSE,TRUE,Normal,1960,1960,5143.629536,College_Creek
163500,-93.640592,42.017574,13360,OneFam,Good,5,964,FALSE,TRUE,Normal,1921,2006,5180.844028,College_Creek
154900,-93.644295,42.016684,7681,OneFam,Above_Average,7,1343,TRUE,TRUE,Normal,1921,1950,5503.000184,College_Creek
205000,-93.6439975,42.0158534,8145,Duplex,Above_Average,13,2480,TRUE,TRUE,Normal,1940,1950,5510.920458,College_Creek
174500,-93.642945,42.014688,12000,OneFam,Good,7,1564,TRUE,TRUE,Normal,1941,1950,5475.916263,College_Creek
193000,-93.642885,42.013169,13339,OneFam,Above_Average,6,1561,FALSE,TRUE,Normal,1960,1960,5536.208117,College_Creek
158000,-93.640762,42.014943,15600,OneFam,Good,7,1523,TRUE,TRUE,Normal,1949,2005,5297.659254,College_Creek
224000,-93.639407,42.0125,17500,OneFam,Average,6,1906,FALSE,TRUE,Normal,1954,1954,5304.567915,College_Creek
115000,-93.645743,42.009489,1733,Twnhs,Above_Average,5,1032,TRUE,TRUE,Normal,1980,1980,5922.648426,College_Creek
137000,-93.645743,42.009489,1488,TwnhsE,Above_Average,5,1229,TRUE,TRUE,Normal,1980,1992,5922.648426,College_Creek
121000,-93.645743,42.009489,1612,Twnhs,Above_Average,5,1229,TRUE,TRUE,Normal,1980,1980,5922.648426,College_Creek
124000,-93.645743,42.009489,1300,TwnhsE,Above_Average,5,1229,TRUE,TRUE,Normal,1980,1980,5922.648426,College_Creek
208000,-93.644864,42.010636,13607,OneFam,Above_Average,6,1982,TRUE,TRUE,Normal,1986,1986,5801.71729,College_Creek
315000,-93.643539,42.01141,17597,OneFam,Excellent,7,2365,FALSE,TRUE,Normal,1971,2009,5665.808246,College_Creek
222000,-93.643947,42.009134,21695,OneFam,Excellent,5,1680,FALSE,TRUE,Normal,1988,2007,5807.359516,College_Creek
147000,-93.62529,42.022721,10690,OneFam,Good,6,1344,TRUE,TRUE,Normal,1920,1997,3797.670238,College_Creek
123000,-93.626839,42.021425,8660,OneFam,Above_Average,11,2168,TRUE,TRUE,Normal,1900,1993,3964.483102,College_Creek
78000,-93.625299,42.021596,6402,OneFam,Average,6,1192,TRUE,TRUE,Normal,1920,1950,3837.72855,College_Creek
75000,-93.615395,42.020002,10200,OneFam,Above_Average,4,572,FALSE,TRUE,Normal,1925,1950,3152.088481,College_Creek
230000,-93.6165709,42.008683,3843,TwnhsE,Average,5,1648,FALSE,TRUE,Partial,2007,2008,3961.857758,College_Creek
57625,-93.588227,42.0183,21780,OneFam,Below_Average,4,810,FALSE,TRUE,Normal,1910,1950,1721.33179,College_Creek
251000,-93.606944,41.996888,10125,OneFam,Average,7,2052,TRUE,TRUE,Normal,2000,2001,4526.863281,College_Creek
240000,-93.607055,41.997119,12118,OneFam,Average,7,1710,FALSE,TRUE,Normal,2004,2005,4508.461297,College_Creek
215000,-93.603717,41.99539,12209,OneFam,Average,7,1961,TRUE,TRUE,Normal,2001,2002,4560.783694,College_Creek
156450,-93.604716,41.997067,9750,OneFam,Above_Average,5,926,FALSE,TRUE,Normal,1977,1977,4426.168986,College_Creek
173000,-93.604491,41.997069,9360,OneFam,Good,5,1287,FALSE,TRUE,Normal,1977,1977,4417.918232,College_Creek
126000,-93.604519,41.996919,10125,Duplex,Average,8,1734,TRUE,TRUE,Normal,1977,1977,4433.959994,College_Creek
173000,-93.602356,41.995905,9947,OneFam,Average,6,1217,FALSE,TRUE,Normal,1990,1991,4463.741037,College_Creek
375000,-93.652119,42.00138,215245,OneFam,Average,8,2036,FALSE,TRUE,Normal,1965,1965,6818.147702,College_Creek
315500,-93.65315,41.995027,12898,OneFam,Average,6,1620,FALSE,TRUE,Normal,2007,2008,7276.460521,College_Creek
224500,-93.651832,41.995058,13159,OneFam,Average,6,1692,TRUE,TRUE,Partial,2009,2009,7185.726524,College_Creek
410000,-93.651867,41.993759,13438,OneFam,Average,9,2036,FALSE,TRUE,Normal,2008,2008,7273.598521,College_Creek
316500,-93.653039,41.994727,14463,OneFam,Average,7,1641,FALSE,TRUE,Normal,2008,2008,7288.351247,College_Creek
201000,-93.650453,41.994695,8925,OneFam,Average,7,1466,FALSE,TRUE,Normal,2007,2007,7117.516019,College_Creek
175000,-93.646455,41.997684,11457,OneFam,Average,6,1412,FALSE,TRUE,Normal,1988,1988,6653.857259,College_Creek
204000,-93.644884,41.998952,9839,OneFam,Very_Good,7,2237,TRUE,TRUE,Normal,1980,2006,6465.801685,College_Creek
213500,-93.6446004,41.9981656,14419,OneFam,Average,7,1479,FALSE,TRUE,Normal,1987,1989,6498.368025,College_Creek
220000,-93.646793,41.996327,6853,OneFam,Average,6,1296,FALSE,TRUE,Normal,2001,2002,6766.138626,College_Creek
315000,-93.646816,41.995359,14601,OneFam,Average,8,1838,FALSE,TRUE,Normal,2006,2006,6832.901752,College_Creek
425000,-93.651703,41.992964,12633,OneFam,Average,7,1978,FALSE,TRUE,Normal,2007,2007,7316.052509,College_Creek
139500,-93.6042638,41.9935397,12518,OneFam,Good,6,1008,FALSE,TRUE,Normal,1968,1968,4767.329702,College_Creek
115000,-93.608359,41.992193,21750,OneFam,Below_Average,9,1771,FALSE,TRUE,Normal,1960,2006,5045.018147,College_Creek
162000,-93.608196,41.993128,4500,TwnhsE,Average,5,1204,FALSE,TRUE,Normal,1998,1998,4945.935064,Edwards
165000,-93.60821,41.992122,4500,TwnhsE,Average,5,1224,FALSE,TRUE,Normal,1999,1999,5046.686072,Edwards
91000,-93.604252,41.991786,1596,Twnhs,Average,5,988,TRUE,TRUE,Normal,1973,1973,4946.532863,Edwards
130000,-93.604218,41.992919,9858,OneFam,Above_Average,5,874,FALSE,TRUE,Normal,1968,1968,4829.276406,Edwards
86000,-93.603479,41.992185,1526,Twnhs,Very_Good,3,630,FALSE,TRUE,Normal,1970,2002,4881.375967,Edwards
160000,-93.600636,41.9928219,13383,OneFam,Average,7,1404,FALSE,TRUE,Normal,1969,2000,4731.958831,Edwards
80000,-93.603111,41.99217,1477,TwnhsE,Below_Average,3,630,FALSE,TRUE,Normal,1970,1970,4871.661106,Edwards
97000,-93.601975,41.992539,1533,Twnhs,Above_Average,6,1344,TRUE,FALSE,Normal,1970,2008,4799.567708,Edwards
88000,-93.60176,41.991786,2217,TwnhsE,Below_Average,6,1092,TRUE,TRUE,Normal,1970,1970,4871.77509,Edwards
131900,-93.601127,41.991365,7689,OneFam,Very_Good,4,796,FALSE,TRUE,Normal,1972,1972,4898.100256,Edwards
131250,-93.606688,41.987535,7706,OneFam,Average,5,1091,FALSE,TRUE,Normal,1993,1996,5459.996915,Edwards
165500,-93.604928,41.988776,9101,OneFam,Above_Average,4,1110,FALSE,TRUE,Normal,1978,1978,5277.593671,Edwards
112000,-93.603867,41.988222,8780,OneFam,Average,5,833,FALSE,FALSE,Normal,1985,1985,5303.602614,Edwards
149000,-93.602777,41.987659,7669,OneFam,Above_Average,5,883,FALSE,TRUE,Normal,1992,1993,5331.79414,Edwards
143000,-93.609453,41.986502,14115,OneFam,Average,5,1362,TRUE,TRUE,Normal,1993,1995,5655.938892,Edwards
130000,-93.606925,41.986509,10429,OneFam,Average,6,1287,TRUE,TRUE,Normal,1992,1992,5572.892769,Edwards
196000,-93.599866,41.991493,9819,OneFam,Average,5,1567,FALSE,TRUE,Normal,1977,1977,4850.997537,Edwards
173000,-93.600191,41.99095,10457,OneFam,Good,7,1632,TRUE,TRUE,Normal,1969,1969,4916.711877,Edwards
176500,-93.6188286,42.0525525,11029,OneFam,Very_Good,6,1414,FALSE,TRUE,Normal,1958,2002,3776.132155,Edwards
237500,-93.6163289,42.051446,12925,OneFam,Good,7,2117,FALSE,TRUE,Normal,1970,1970,3536.225034,Edwards
206900,-93.617424,42.049587,11075,OneFam,Average,9,2112,TRUE,TRUE,Normal,1969,1969,3497.279115,Edwards
187500,-93.639062,42.05996,8702,OneFam,Average,7,1604,TRUE,TRUE,Normal,1997,1998,5626.86132,South_and_West_of_Iowa_State_University
165000,-93.637796,42.061231,8139,OneFam,Average,7,1470,TRUE,TRUE,Normal,1995,1996,5616.061259,South_and_West_of_Iowa_State_University
195500,-93.638775,42.060771,9535,OneFam,Average,7,1604,TRUE,TRUE,Normal,1998,1998,5655.412528,South_and_West_of_Iowa_State_University
192000,-93.638778,42.060822,9042,OneFam,Average,7,1638,TRUE,TRUE,Normal,1998,1998,5658.713562,South_and_West_of_Iowa_State_University
173000,-93.637482,42.060369,15038,OneFam,Average,7,1636,TRUE,TRUE,Normal,1996,1996,5541.400539,South_and_West_of_Iowa_State_University
177900,-93.636718,42.060639,14137,OneFam,Average,7,1384,FALSE,TRUE,Normal,1996,1997,5505.323019,South_and_West_of_Iowa_State_University
175000,-93.636948,42.0623,21872,OneFam,Average,6,1446,TRUE,TRUE,Normal,1996,1997,5625.855708,South_and_West_of_Iowa_State_University
286000,-93.633876,42.062976,4923,TwnhsE,Average,5,1593,FALSE,TRUE,Normal,2001,2002,5465.928982,Crawford
247900,-93.633781,42.061374,6264,OneFam,Average,6,1682,FALSE,TRUE,Normal,1997,1997,5352.986404,South_and_West_of_Iowa_State_University
180000,-93.633905,42.060865,5395,TwnhsE,Average,5,1337,FALSE,TRUE,Normal,1993,1993,5328.228437,South_and_West_of_Iowa_State_University
180000,-93.633797,42.06076,5070,TwnhsE,Average,5,1280,FALSE,TRUE,Normal,1992,1992,5314.177363,Crawford
181000,-93.639151,42.059408,10839,OneFam,Average,7,1604,TRUE,TRUE,Normal,1997,1998,5600.731183,South_and_West_of_Iowa_State_University
188000,-93.637763,42.059411,8000,OneFam,Average,8,1658,TRUE,TRUE,Normal,1995,1996,5503.381643,Crawford
194500,-93.636798,42.058445,10832,OneFam,Average,7,1895,TRUE,TRUE,Normal,1994,1996,5378.805037,Crawford
185000,-93.637279,42.05701,14067,OneFam,Average,7,1709,TRUE,TRUE,Normal,1991,1991,5331.179095,Crawford
189000,-93.632013,42.059518,4671,TwnhsE,Average,5,1228,FALSE,TRUE,Normal,1988,1989,5113.924097,Crawford
188500,-93.631581,42.059636,5950,TwnhsE,Average,5,1337,FALSE,TRUE,Normal,1989,1989,5092.350762,Crawford
355000,-93.628831,42.061394,13543,OneFam,Average,9,2500,TRUE,TRUE,Normal,2005,2005,5029.093132,Crawford
325000,-93.628901,42.06056,11198,OneFam,Average,11,2504,TRUE,TRUE,Normal,2005,2007,4976.054273,Crawford
387000,-93.627911,42.060241,15401,OneFam,Average,7,1884,FALSE,TRUE,Normal,2004,2004,4889.715206,Crawford
115000,-93.622299,42.059792,31220,OneFam,Poor,7,1474,FALSE,TRUE,Normal,1952,1952,4500.942458,Crawford
334000,-93.629808,42.058896,8118,TwnhsE,Average,6,1710,FALSE,TRUE,Normal,2007,2007,4925.190304,Crawford
215000,-93.6391494,42.056015,20544,OneFam,Above_Average,7,2093,TRUE,TRUE,Normal,1986,1991,5412.675646,Crawford
226500,-93.639715,42.054514,12680,OneFam,Above_Average,6,1688,FALSE,TRUE,Normal,1988,1988,5377.815658,Crawford
175500,-93.637825,42.054562,12090,OneFam,Above_Average,7,1422,FALSE,TRUE,Normal,1981,1981,5240.572353,Crawford
181900,-93.637808,42.054439,10825,OneFam,Good,6,1260,FALSE,TRUE,Normal,1983,1983,5233.08625,Crawford
235000,-93.636511,42.055358,18559,OneFam,Average,7,2064,FALSE,TRUE,Normal,1978,1978,5185.857269,Crawford
220000,-93.636505,42.054503,14450,OneFam,Average,6,1782,FALSE,TRUE,Normal,1979,1979,5140.588827,Blueste
272000,-93.635111,42.054455,12227,OneFam,Good,11,2872,TRUE,TRUE,Normal,1977,1995,5036.181347,Blueste
161000,-93.630299,42.054211,13068,OneFam,Average,6,1211,FALSE,TRUE,Normal,1976,1976,4675.401181,Blueste
185000,-93.635153,42.052544,10400,OneFam,Above_Average,7,2044,TRUE,TRUE,Normal,1980,1988,4942.338864,Blueste
146900,-93.637105,42.050326,9743,OneFam,Above_Average,7,1308,TRUE,TRUE,Normal,1969,1969,4987.778554,Crawford
292500,-93.63719,42.051473,12511,OneFam,Good,8,2840,TRUE,TRUE,Normal,1978,1978,5044.768085,Crawford
159900,-93.635216,42.049449,10400,OneFam,Average,5,1444,FALSE,TRUE,Normal,1976,1976,4806.000874,Crawford
